id_represados,der,protocolo,servicos,siape_numerico,dias_represados,dt_extracao,upload,observacao,status,motivo_status,dt_previsao_conclusao,create_at,update_at,delete_at
429,2020-10-15,156484158,Benefício Assistencial à Pessoa com  Deficiência,1452743,479,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
430,2020-10-15,797880654,Benefício Assistencial à Pessoa com  Deficiência,892590,479,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
431,2020-10-15,809096820,Aposentadoria por Tempo de Contribuição,1452743,479,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
432,2020-10-16,1066300377,Aposentadoria por Tempo de Contribuição,1452743,478,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
433,2020-10-16,1726359199,Benefício Assistencial à Pessoa com  Deficiência,1452743,478,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
434,2020-10-19,1412878505,Benefício Assistencial à Pessoa com  Deficiência,1452743,475,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
435,2020-10-19,1835363522,Benefício Assistencial à Pessoa com  Deficiência,892590,475,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
436,2020-10-20,1700455970,Benefício Assistencial à Pessoa com  Deficiência,892590,474,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
437,2020-10-20,1979816271,Aposentadoria por Tempo de Contribuição,1567596,474,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
438,2020-10-21,104331780,Benefício Assistencial à Pessoa com  Deficiência,892590,473,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
439,2020-10-21,1035891361,Benefício Assistencial à Pessoa com  Deficiência,892962,473,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
440,2020-10-23,115392597,Aposentadoria por Tempo de Contribuição,896105,471,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
441,2020-10-23,521560542,Benefício Assistencial à Pessoa com  Deficiência,892962,471,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
442,2020-10-23,845893928,Benefício Assistencial à Pessoa com  Deficiência,1452743,471,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
443,2020-10-27,1352429798,Benefício Assistencial à Pessoa com  Deficiência,1452725,467,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
444,2020-10-28,274544226,Benefício Assistencial à Pessoa com  Deficiência,1452743,466,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
445,2020-10-28,1002380772,Benefício Assistencial à Pessoa com  Deficiência,1452743,466,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
446,2020-10-28,1982422540,Benefício Assistencial à Pessoa com  Deficiência,1380206,466,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
447,2020-10-29,563206375,Benefício Assistencial à Pessoa com  Deficiência,1452743,465,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
448,2020-10-29,954344206,Benefício Assistencial à Pessoa com  Deficiência,1452743,465,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
449,2020-10-29,1047688073,Benefício Assistencial à Pessoa com  Deficiência,1380195,465,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
450,2020-10-30,624537606,Benefício Assistencial à Pessoa com  Deficiência,892590,464,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
451,2020-11-03,150064280,Benefício Assistencial à Pessoa com  Deficiência,892590,460,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
452,2020-11-03,363997962,Benefício Assistencial à Pessoa com  Deficiência,892590,460,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
453,2020-11-03,827348973,Benefício Assistencial à Pessoa com  Deficiência,1452725,460,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
454,2020-11-04,1139598468,Benefício Assistencial à Pessoa com  Deficiência,1452725,459,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
455,2020-11-04,1180273891,Benefício Assistencial à Pessoa com  Deficiência,1452743,459,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
456,2020-11-04,1698931743,Benefício Assistencial à Pessoa com  Deficiência,892590,459,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
457,2020-11-05,89559813,Benefício Assistencial à Pessoa com  Deficiência,1947970,458,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
458,2020-11-05,970678946,Benefício Assistencial à Pessoa com  Deficiência,1452725,458,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
459,2020-11-05,1186559184,Benefício Assistencial ao Idoso,892590,458,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
460,2020-11-05,2121921010,Benefício Assistencial ao Idoso,892962,458,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
461,2020-11-06,56998983,Benefício Assistencial ao Idoso,892590,457,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
462,2020-11-06,381332369,Benefício Assistencial à Pessoa com  Deficiência,1452725,457,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
463,2020-11-06,961535428,Benefício Assistencial à Pessoa com  Deficiência,1380195,457,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
464,2020-11-06,1088310833,Benefício Assistencial à Pessoa com  Deficiência,896105,457,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
465,2020-11-06,1342999103,Aposentadoria por Idade Rural,892646,457,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
466,2020-11-09,1420386503,Benefício Assistencial à Pessoa com  Deficiência,1452743,454,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
467,2020-11-10,202014611,Aposentadoria por Idade Rural,1376730,453,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
468,2020-11-10,570746499,Benefício Assistencial à Pessoa com  Deficiência,1452725,453,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
469,2020-11-10,1351257341,Benefício Assistencial à Pessoa com  Deficiência,1452725,453,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
470,2020-11-10,1660762887,Benefício Assistencial à Pessoa com  Deficiência,2019533,453,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
471,2020-11-10,1901517430,Benefício Assistencial à Pessoa com  Deficiência,1452725,453,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
472,2020-11-11,244742145,Aposentadoria por Tempo de Contribuição,1380187,452,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
473,2020-11-12,1466107187,Benefício Assistencial à Pessoa com  Deficiência,1452725,451,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
474,2020-11-13,695748363,Benefício Assistencial à Pessoa com  Deficiência,1947970,450,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
475,2020-11-13,831995650,Benefício Assistencial à Pessoa com  Deficiência,1380195,450,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
476,2020-11-13,1755566729,Benefício Assistencial ao Idoso,892962,450,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
477,2020-11-13,1812239693,Benefício Assistencial à Pessoa com  Deficiência,892962,450,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
478,2020-11-13,1898626965,Benefício Assistencial à Pessoa com  Deficiência,892962,450,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
479,2020-11-13,1992082238,Benefício Assistencial à Pessoa com  Deficiência,892962,450,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
480,2020-11-15,2044706740,Aposentadoria por Idade Rural,892646,448,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
481,2020-11-16,1203278049,Benefício Assistencial à Pessoa com  Deficiência,2019533,447,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
482,2020-11-17,261150199,Benefício Assistencial à Pessoa com  Deficiência,1452743,446,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
483,2020-11-17,1270507579,Benefício Assistencial à Pessoa com  Deficiência,2019533,446,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
484,2020-11-17,1423300601,Benefício Assistencial à Pessoa com  Deficiência,1452743,446,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
485,2020-11-18,614696625,Benefício Assistencial à Pessoa com  Deficiência,1452743,445,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
486,2020-11-18,805218845,Benefício Assistencial à Pessoa com  Deficiência,1452725,445,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
487,2020-11-18,1663234345,Benefício Assistencial ao Idoso,1420929,445,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
488,2020-11-18,1803949328,Benefício Assistencial à Pessoa com  Deficiência,892962,445,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
489,2020-11-18,2140738911,Benefício Assistencial à Pessoa com  Deficiência,1452725,445,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
490,2020-11-19,232280209,Benefício Assistencial à Pessoa com  Deficiência,2019533,444,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
491,2020-11-19,393343172,Aposentadoria da Pessoa com  Deficiência por Tempo de Contribuição,896105,444,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
492,2020-11-19,479240879,Benefício Assistencial à Pessoa com  Deficiência,892962,444,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
493,2020-11-19,935641147,Benefício Assistencial à Pessoa com  Deficiência,892962,444,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
494,2020-11-19,1462032449,Benefício Assistencial à Pessoa com  Deficiência,1452725,444,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
495,2020-11-20,931396262,Benefício Assistencial à Pessoa com  Deficiência,1380195,443,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
496,2020-11-20,1962910385,Aposentadoria por Idade Rural,892646,443,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
497,2020-11-21,599590328,Aposentadoria por Tempo de Contribuição,896105,442,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
498,2020-11-24,1641505669,Benefício Assistencial à Pessoa com  Deficiência,1452725,439,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
499,2020-11-25,1670745098,Benefício Assistencial à Pessoa com  Deficiência,1947970,438,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
500,2020-11-25,1960870091,Aposentadoria por Tempo de Contribuição,896105,438,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
501,2020-11-26,813802580,Benefício Assistencial ao Idoso,2019533,437,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
502,2020-11-26,1940366762,Aposentadoria por Idade Rural,1376730,437,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
503,2020-11-27,89782965,Benefício Assistencial à Pessoa com  Deficiência,892962,436,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
504,2020-12-01,1122616513,Benefício Assistencial ao Idoso,1452725,432,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
505,2020-12-02,290038197,Benefício Assistencial à Pessoa com  Deficiência,1452725,431,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
506,2020-12-02,780130904,Benefício Assistencial à Pessoa com  Deficiência,892962,431,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
507,2020-12-02,949777488,Aposentadoria por Idade Rural,892646,431,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
508,2020-12-02,1211114525,Benefício Assistencial à Pessoa com  Deficiência,2019533,431,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
509,2020-12-08,1760152249,Aposentadoria por Idade Rural,1376730,425,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
510,2020-12-10,1348637181,Aposentadoria por Tempo de Contribuição,1380187,423,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
511,2020-12-11,827851035,Aposentadoria por Idade Rural,892646,422,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
512,2020-12-11,2076154196,Aposentadoria por Idade Rural,892646,422,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
513,2020-12-14,1862877244,Benefício Assistencial à Pessoa com  Deficiência,1380195,419,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
514,2020-12-15,1013407274,Benefício Assistencial à Pessoa com  Deficiência,892962,418,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
515,2020-12-16,28226508,Aposentadoria por Tempo de Contribuição,896105,417,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
516,2020-12-16,1911799203,Benefício Assistencial ao Idoso,892962,417,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
517,2020-12-17,91806272,Aposentadoria por Tempo de Contribuição,1947874,416,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
518,2020-12-17,485125174,Salário-Maternidade Urbano,1988570,416,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
519,2020-12-17,700744510,Benefício Assistencial à Pessoa com  Deficiência,2019533,416,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
520,2020-12-17,997571047,Aposentadoria por Tempo de Contribuição,1947874,416,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
521,2020-12-17,1534949852,Pensão por Morte Urbana,892962,416,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
522,2020-12-22,1786724252,Aposentadoria por Tempo de Contribuição,1380187,411,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
523,2020-12-28,333525487,Benefício Assistencial à Pessoa com  Deficiência,892962,405,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
524,2020-12-29,1649521354,Benefício Assistencial ao Idoso,892962,404,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
525,2021-01-04,1507932795,Aposentadoria por Tempo de Contribuição,1567596,398,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
526,2021-01-05,1065407626,Aposentadoria por Tempo de Contribuição,1567596,397,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
527,2021-01-05,1877397597,Pensão por Morte Rural,892590,397,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
528,2021-01-06,687250781,Aposentadoria por Tempo de Contribuição,1567596,396,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
529,2021-01-06,882176217,Pensão por Morte Rural,892590,396,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
530,2021-01-06,1138928301,Benefício Assistencial ao Idoso,1380195,396,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
531,2021-01-07,88725464,Benefício Assistencial à Pessoa com  Deficiência,1452725,395,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
532,2021-01-07,177660264,Aposentadoria por Tempo de Contribuição,1567596,395,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
533,2021-01-08,440932155,Auxílio-Reclusão Rural,892590,394,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
534,2021-01-08,612067971,Aposentadoria por Idade Rural,1376730,394,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
535,2021-01-10,1035291752,Benefício Assistencial à Pessoa com  Deficiência,1452725,392,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
536,2021-01-11,352495754,Aposentadoria por Idade Rural,1376730,391,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
537,2021-01-11,1881223362,Aposentadoria por Tempo de Contribuição,896105,391,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
538,2021-01-12,379644980,Pensão por Morte Urbana,1988570,390,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
539,2021-01-12,1124065352,Aposentadoria por Idade Rural,892646,390,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
540,2021-01-12,1782948622,Benefício Assistencial à Pessoa com  Deficiência,1380195,390,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
541,2021-01-12,1850843603,Aposentadoria por Tempo de Contribuição,896105,390,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
542,2021-01-13,189345571,Benefício Assistencial à Pessoa com  Deficiência,1452743,389,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
543,2021-01-14,501510049,Benefício Assistencial à Pessoa com  Deficiência,1452725,388,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
544,2021-01-14,754310391,Pensão por Morte Urbana,6892616,388,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
545,2021-01-14,1395393208,Aposentadoria por Idade Rural,892646,388,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
546,2021-01-15,220177339,Acerto para Integração - SIBE,1452725,125,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
547,2021-01-18,1032547916,Aposentadoria por Tempo de Contribuição,896105,384,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
548,2021-01-19,1349778614,Acerto para Integração - SIBE,1452725,125,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
549,2021-01-20,138342780,Acerto para Integração - SIBE,1452725,125,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
550,2021-01-20,1859278263,Acerto para Integração - SIBE,1452725,125,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
551,2021-01-20,1953249489,Acerto para Integração - SIBE,1452725,125,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
552,2021-01-20,1000869496,Aposentadoria por Idade Rural,892646,382,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
553,2021-01-20,1500067629,Aposentadoria por Idade Rural,892646,382,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
554,2021-01-20,1932912790,Aposentadoria por Idade Rural,892646,382,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
555,2021-01-21,1665038814,Acerto para Integração - SIBE,1452725,125,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
556,2021-01-21,1589506679,Aposentadoria por Tempo de Contribuição,896105,381,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
557,2021-01-22,387053585,Acerto para Integração - SIBE,1452725,125,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
558,2021-01-22,876087996,Acerto para Integração - SIBE,1452725,125,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
559,2021-01-22,764996031,Aposentadoria por Tempo de Contribuição,896105,380,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
560,2021-01-22,928926052,Aposentadoria por Idade Rural,1376730,380,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
561,2021-01-22,1039272979,Aposentadoria por Idade Rural,892646,380,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
562,2021-01-22,1155852422,Aposentadoria por Idade Rural,892646,380,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
563,2021-01-25,1340672394,Acerto para Integração - SIBE,1452725,186,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
564,2021-01-26,1578337862,Acerto para Integração - SIBE,1452725,125,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
565,2021-01-28,498912841,Aposentadoria por Tempo de Contribuição,1567596,374,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
566,2021-01-28,939655635,Aposentadoria por Tempo de Contribuição,896105,374,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
567,2021-01-29,667718089,Aposentadoria por Tempo de Contribuição,896105,373,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
568,2021-01-29,1513145448,Aposentadoria por Tempo de Contribuição,896105,373,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
569,2021-01-29,1814035132,Aposentadoria por Tempo de Contribuição,896105,373,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
570,2021-02-01,195903696,Aposentadoria por Tempo de Contribuição,896105,370,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
571,2021-02-01,441753294,Pensão por Morte Rural,892646,370,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
572,2021-02-01,840422302,Pensão por Morte Rural,892646,370,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
573,2021-02-02,1729204554,Salário-Maternidade Urbano,6896215,369,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
574,2021-02-03,1555993221,Aposentadoria da Pessoa com  Deficiência por Tempo de Contribuição,896105,368,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
575,2021-02-06,1013501806,Pensão por Morte Urbana,1988570,365,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
576,2021-02-08,1133288376,Pensão por Morte Urbana,1988570,363,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
577,2021-02-09,918173290,Benefício Assistencial à Pessoa com  Deficiência,892962,362,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
578,2021-02-09,1706921834,Aposentadoria por Tempo de Contribuição,6892616,362,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
579,2021-02-10,893117249,Benefício Assistencial ao Idoso,1452743,361,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
580,2021-02-10,2123071763,Benefício Assistencial ao Idoso,1452743,361,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
581,2021-02-11,625131445,Aposentadoria por Idade Rural,892646,360,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
582,2021-02-11,847909650,Pensão por Morte Rural,6894328,360,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
583,2021-02-12,503275210,Aposentadoria por Tempo de Contribuição,6892616,359,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
584,2021-02-12,1261629309,Aposentadoria por Idade Rural,1707010,359,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
585,2021-02-15,602851593,Aposentadoria por Tempo de Contribuição,6892616,356,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
586,2021-02-17,2137178507,Aposentadoria por Tempo de Contribuição,896105,354,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
587,2021-02-18,607589026,Benefício Assistencial à Pessoa com  Deficiência,892962,353,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
588,2021-02-18,663831053,Aposentadoria por Tempo de Contribuição,1991898,353,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
589,2021-02-20,1045974864,Benefício Assistencial à Pessoa com  Deficiência,892962,351,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
590,2021-02-22,36904774,Aposentadoria da Pessoa com  Deficiência por Idade,1380187,349,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
591,2021-02-22,906344565,Aposentadoria por Tempo de Contribuição,1380187,349,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
592,2021-02-22,1965327446,Aposentadoria por Tempo de Contribuição,1380187,349,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
593,2021-02-22,2052315689,Aposentadoria por Tempo de Contribuição,1380187,349,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
594,2021-02-23,321040599,Aposentadoria por Tempo de Contribuição,1947874,348,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
595,2021-02-24,459510031,Aposentadoria por Tempo de Contribuição,1380189,347,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
596,2021-02-25,506221547,Auxílio-Doença - Urbano (Acerto Pós-perícia),1380218,346,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
597,2021-02-26,1848111923,Aposentadoria por Tempo de Contribuição,1991898,345,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
598,2021-03-01,1612701635,Aposentadoria por Idade Rural,892646,342,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
599,2021-03-02,86700422,Aposentadoria por Tempo de Contribuição,6892616,341,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
600,2021-03-02,202664209,Pensão por Morte Urbana,1947970,341,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
601,2021-03-02,510015072,Pensão por Morte Urbana,2019496,341,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
602,2021-03-02,2119439779,Benefício Assistencial ao Idoso,892962,341,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
603,2021-03-03,138858733,Acerto para Integração - SIBE,1452725,125,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
604,2021-03-03,1411051248,Pensão por Morte Urbana,6892616,340,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
605,2021-03-04,1081728362,Aposentadoria por Tempo de Contribuição,1380187,339,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
606,2021-03-05,884249546,Benefício Assistencial ao Idoso,1452743,338,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
607,2021-03-05,1103905642,Aposentadoria por Idade Rural,892646,338,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
608,2021-03-05,1806384170,Pensão por Morte Urbana,1988570,338,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
609,2021-03-05,1888479632,Pensão por Morte Urbana,2019533,338,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
610,2021-03-06,1939081248,Acerto para Integração - SIBE,1452725,125,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
611,2021-03-07,78747143,Auxílio-Reclusão Rural,892590,336,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
612,2021-03-08,23305346,Acerto para Integração - SIBE,1452725,125,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
613,2021-03-08,843571109,Acerto para Integração - SIBE,1452725,125,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
614,2021-03-08,1829596194,Acerto para Integração - SIBE,1452725,125,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
615,2021-03-08,175802387,Aposentadoria por Idade Rural,892646,335,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
616,2021-03-08,776816603,Aposentadoria por Tempo de Contribuição,896105,335,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
617,2021-03-08,852439184,Aposentadoria por Idade Rural,892646,335,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
618,2021-03-08,1877219523,Aposentadoria por Idade Rural,892646,335,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
619,2021-03-08,1970733425,Aposentadoria por Idade Rural,892646,335,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
620,2021-03-09,121770657,Acerto para Integração - SIBE,1452725,125,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
621,2021-03-09,517892137,Acerto para Integração - SIBE,1452725,125,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
622,2021-03-09,1290270832,Acerto para Integração - SIBE,1452725,125,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
623,2021-03-09,745378549,Pensão por Morte Urbana,2390144,334,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
624,2021-03-09,1207134774,Pensão por Morte Urbana,1988570,334,2022-12-14 07:01:00,,,,,,2022-02-14 16:42:00,,
